,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,PHA_TOTAL_UNITS,SECTION8_UNITS_CNT,total_ph_units
3589,3590,TX011,Housing Authority of the City of Laredo,9567224521,9567226561.0,mary@larha.org,9567224521.0,,mary@larha.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2501,1738,763
2395,2396,FL092,City of Pensacola Housing Division,8508580350,8505950113.0,MReeves@cityofpensacola.com,8508580311.0,8505950113.0,MReeves@cityofpensacola.com,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2504,2504,0
3580,3581,NM063,Eastern Regional Housing Authority,5756220881,5756227507.0,rha.irene@dfn.com,5756220881.0,,rha.herbert@dfn.com,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2507,2105,402
2201,2202,MI058,Lansing Housing Commission,5174876550,5174876977.0,dfleming@lanshc.org,5173727996.0,5174874977.0,dfleming@lanshc.org,Substandard Financial,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2520,2229,291
343,344,NJ013,Housing Authority of the City of Passaic,9733656330,9733650017.0,rvanrensalier@passaichousing.org,9733902413.0,,rvanrensalier@passaichousing.org,Substandard Physical,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2542,2159,383
2313,2314,FL020,HOUSING AUTHORITY OF BREVARD COUNTY,3217751578,3217751549.0,mbean@habc.us,3217751578.0,3217751551.0,mbean@habc.us,Troubled Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2548,2163,385
3187,3188,TX023,Housing Authority of the City of Beaumont,4099517200,4099517202.0,landrumal@bmtha.org,4099517204.0,4099517275.0,landrumal@bmtha.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2587,2148,439
1854,1855,CA043,COUNTY OF BUTTE HSG AUTH,5308954474,5308954459.0,Contact@Butte-Housing.com,5308954474.0,5308954459.0,EdM@Butte-Housing.com,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2599,2254,345
1780,1781,OR001,Housing Authority of Clackamas County,5036558267,5036558676.0,HACC@clackamas.us,5036503139.0,5036558676.0,tonikar@co.clackamas.or.us,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2611,2167,444
89,90,MA005,Holyoke Housing Authority,4135392220,4135327283.0,mmainville@holyokehousing.org,4135392202.0,4135327283.0,mmainville@holyokehousing.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2618,1884,734
438,439,NJ003,Elizabeth Housing Authority,9089652400,9089650026.0,wjones@hacenj.com,9089652400.0,9089650026.0,Cjhart@hacenj.com,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",2625,1334,1291
496,497,PA046,Housing Authority of the County of Chester,6104369200,6104369203.0,pdiggs@haccnet.org,4842071418.0,,Pdiggs@haccnet.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2631,2400,231
3065,3066,LA005,Housing Authority of the City of Lafayette,3372331327,3375939942.0,lydia@thelha.com,3372331331.0,,lydia@thelha.com,Troubled Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2638,2172,466
3786,3787,LA004,HOUSING AUTHORITY OF LAKE CHARLES,3374268981,3374268983.0,sbt@lcha-housing.org,3374394189.0,,sbt@lcha-housing.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2642,2415,227
548,549,PA004,Allentown Housing Authority,6104398678,6104398884.0,ANunez@allentownhousing.org,6104398919.0,6109697551.0,jguridy@allentownhousing.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2650,1740,910
3011,3012,GQ901,Guam Housing & Urban Renewal Authority,6714779851,6713007565.0,juls@ghura.org,6714751378.0,6713007565.0,efnapoli@ghura.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2651,2651,0
755,756,PA014,HOUSING AUTHORITY OF THE COUNTY OF BEAVER,7247751220,7247758827.0,hacbby@comcast.net,7246302017.0,7246302017.0,kwalter@beavercountyhousing.org,Standard Performer,"LARGE (1,000-4,999)",MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",2655,812,1843
957,958,VA004,Alexandria Redevelopment & Housing Authority,7035497115,7035498709.0,rmaddox@arha.us,7035497115.0,,rmaddox@arha.us,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2690,2153,537
666,667,PA022,Housing Authority of the City of York,7178452601,7178459251.0,rmitchell@yorkhousing.org,7178452601.0,,rmitchell@yorkhousing.org,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",2694,1713,981
1947,1948,CA064,Housing Authority of the City of San Luis Obispo,8055434478,8055434992.0,ssmith@haslo.org,8055945323.0,,scollins@haslo.org,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2716,2716,0
3022,3023,OR019,Linn-Benton Housing Authority,5419264497,5419263589.0,mail@l-bha.org,5419187314.0,5419263589.0,SeniorMgmt@L-bha.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2742,2777,-35
851,852,NC006,Housing Authority of the City of High Point,3368872661,3368872414.0,ajimenez@hpha.net,3368782375.0,3368872996.0,ajimenez@hpha.net,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2744,1844,900
2698,2699,AL169,The Housing Authority of the City of  Prichard,2512830111,2512830444.0,npopoola@prichardhousing.com,2512830111.0,2512830444.0,npopoola@prichardhousing.com,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2756,2620,136
1015,1016,IL003,Peoria Housing Authority,3096768736,3096777301.0,acrawford@pha.peoria.il.us,3092655353.0,3096760603.0,acrawford@peoriahousing.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2761,2107,654
402,403,NJ014,Housing Authority and Urban Redevelopment Age,6093441107,6093441015.0,tsahlin@atlanticcityha.org,6093441107.0,,tsahlin@atlanticcityha.org,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",2763,1293,1470
1857,1858,GA010,Housing Authority of the City of Marietta,7704193200,7704193232.0,hudinfo@mariettahousingauthority.org,7704193200.0,7704192949.0,hudinfo@mariettahousingauthority.org,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2820,2820,0
654,655,MD901,MD Dept. Of Housing and Community Development,3014297400,,dhcd.rental_services@Maryland.gov,3014297775.0,4105586579.0,Gregory.Hare@Maryland.gov,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2826,2868,-42
1407,1408,WI003,Madison Community Development Authority,6082664675,6082649291.0,lkilmer@cityofmadison.com,6082671992.0,6082649291.0,mwachter@cityofmadison.com,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2829,2101,728
2460,2461,IN016,Housing Authority of the City of Evansville,8124288500,8124288560.0,Rick.Moore@evansvillehousing.org,8124288500.0,8124288560.0,Rick.Moore@evansvillehousing.org,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2849,2849,0
1890,1891,AL086,Jefferson County Housing Authority,2058490123,2058490137.0,HGore@jcha.com,2052441348.0,,hgore@jcha.com,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2863,2303,560
918,919,NC009,Fayetteville Metropolitan Housing Authority,9104833648,9104834129.0,faymetha@fmhanc.org,9104833648.0,9104834129.0,dweeks@fmhanc.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2870,2069,801
2911,2912,CA052,HOUSING AUTHORITY OF COUNTY OF MARIN,4154912525,4154793305.0,KCarroll@marinhousing.org,4156869584.0,,kcarroll@marinhousing.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2919,2425,494
1861,1862,CA092,Housing Authority of the County of Ventura,8054809991,8054801021.0,info@ahacv.org,8054809991.0,8054801021.0,execdirector@ahacv.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2919,2569,350
2829,2830,CA076,Housing Authority of the City of Santa Barbara,8059651071,8055647041.0,rfredericks@hacsb.org,8058971051.0,8055647041.0,rfredericks@hacsb.org,Standard Performer,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2931,2931,0
686,687,MD018,Housing Commisson Of Anne Arundel County,4102226205,4102226214.0,hcaac@hcaac.org,4102226200.0,,drhaislip@hcaac.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2932,2642,290
1999,2000,AL077,HA TUSCALOOSA,2057586619,2057229399.0,chall@tuscaloosahousing.org,2057586619.0,2057585099.0,chall@tuscaloosahousing.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2940,1981,959
735,736,WI901,Wisconsin Housing & Economic Development Authority,6082667884,6088194737.0,hcvprogram@wheda.com,6082667884.0,,elmer.moore@wheda.com,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2949,2973,-24
650,651,PA008,Harrisburg Housing Authority,7172326781,7172338355.0,hha@harrisburghousing.org,7172383088.0,7172575438.0,smanns@harrisburghousing.org,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",2976,1479,1497
3794,3795,TX007,Housing Authority of the City of Brownsville,9565418315,9565417860.0,info@hacb.us,9565418315.0,,cmancha@hacb.us,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2995,2860,135
2309,2310,SC008,SC REGIONAL HOUSING AUTHORITY NO 1,8649840578,8649842669.0,briang@scrha.net,8649840578.0,8649842669.0,briang@scrha.net,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3015,1693,1322
588,589,PA013,HOUSING AUTHORITY OF THE CITY OF ERIE,8144522425,8144522429.0,MFrayley@HACE.org,8144522425.0,8144522429.0,MFraley@HACE.Org,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3017,1173,1844
2045,2046,CO028,Housing Authority of the City of Colorado Springs,7193876700,7196327807.0,info@csha.us,7193876741.0,7196327807.0,cew@csha.us,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3017,2319,698
33,34,MA001,Lowell Housing Authority,9789373500,9789375758.0,gwallace@lhma.org,9783645353.0,,tchhan@lhma.org,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3018,1405,1613
328,329,ME003,Portland Housing Authority,2077734753,2077615886.0,bfrost@porthouse.org,2077734753.0,,bfrost@porthouse.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3024,2316,708
748,749,MN147,DAKOTA COUNTY CDA,6516754400,6516754444.0,comments@dakotacda.org,6516754400.0,,tschertler@dakotacda.org,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3041,2838,203
2809,2810,TX434,Grand Prairie Housing & Neighborhood Services,9722378176,9722378318.0,ecoleman@gptx.org,9722378174.0,9722378318.0,ecoleman@gptx.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3043,3043,0
2093,2094,MS019,Mississippi Regional Housing Authority No. IV,6623274121,6623274344.0,bpower@mrh4.com,6623274121.0,6623274344.0,bpower@mrh4.com,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3045,2656,389
3297,3298,LA006,Housing Authority of Monroe,3183881500,3183291398.0,smartw@monroeha.com,3183881500.0,3183291397.0,smartw@monroeha.com,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3048,1560,1488
586,587,VA001,Portsmouth Redevelopment & Housing Authority,7573995261,7573998697.0,ebland@prha.org,7573912903.0,,awinston@prha.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3073,2719,354
2389,2390,SC003,Spartanburg Housing,8645986000,8645986155.0,sevans@spartanburghousing.org,8645986010.0,8645986010.0,sevans@spartanburghousing.org,Substandard Financial,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3075,2659,416
1802,1803,SC001,HOUSING AUTHORITY OF THE CITY OF CHARLESTON,8437203970,8437203977.0,gbluestein@chacity.org,8435793019.0,,amilligan@chacity.org,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3077,1712,1365
3260,3261,TX034,Housing Authority of Port Arthur,4099842621,4099837803.0,joseph.guillory@pahousing.org,4099842621.0,4099837803.0,joseph.guillory@pahousing.org,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3080,3080,0
816,817,NC001,Housing Authority of the City of Wilmington,9103417700,9103417760.0,tgarrett@wha.net,9103739200.0,,tgarrett@wha.net,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3085,2083,1002
1604,1605,FL073,Tallahassee Housing Authority,8503856126,8503865534.0,brenda@tallha.org,8502051674.0,8503865534.0,brenda@tallha.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3098,2762,336
2742,2743,IN011,Housing Authority of the City of Gary Indiana,2198816422,2198816414.0,tbonds@garyhousing.org,2198816422.0,2198816414.0,tbonds@garyhousing.org,Troubled Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3116,2527,589
2398,2399,IL004,Springfield Housing Authority,2177535757,2177534421.0,jackie.newman@sha1.org,2177535757.0,2177535799.0,jackie.newman@sha1.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3131,2413,718
3443,3444,IN015,Housing Authority of South Bend,5742359346,5742359440.0,info@sbhaonline.com,5742359346.0,,mparham-green@sbhaonline.com,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3175,2365,810
1263,1264,IL024,Housing Authority of Joliet,8157270611,8157272073.0,msimelton@hajoliet.org,8157270611.0,8157272073.0,msimelton@hajoliet.org,Substandard Financial,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3180,2786,394
3233,3234,WA054,HA Of Pierce County,2536205406,2536205455.0,jstretz@pchawa.org,2536205406.0,,jstretz@pchawa.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3183,3068,115
2273,2274,CA085,COUNTY OF SONOMA,7075657500,7075657583.0,martha.cheever@sonoma-county.org,7075657504.0,7075657557.0,Martha.Cheever@sonoma-county.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3249,3249,0
2950,2951,TX431,Tarrant County Housing Assistance Office,8175317654,8175317658.0,WPollard@TarrantCounty.com,8175317680.0,,WPollard@TarrantCounty.com,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3258,3258,0
2288,2289,FL047,Housing Authority of the City of Fort Myers,2393443220,2393326695.0,info@hacfm.org,2393443221.0,2393326695.0,marcia@hacfm.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3303,2621,682
2886,2887,CA023,County of Merced Housing Authority,2093864139,2097220106.0,rosav@merced-pha.com,2093864108.0,2097220106.0,rosav@merced-pha.com,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3312,2891,421
426,427,NJ010,Housing Authority of the City of Camden,8569682700,8568611090.0,mwilliams@camdenhousing.org,8569682775.0,,mwilliams@camdenhousing.org,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3316,2187,1129
1435,1436,SC004,THE GREENVILLE HOUSING AUTHORITY,8644674250,8644673088.0,bethc@tgha.net,8644674272.0,,terrilb@tgha.net,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3317,3317,0
1455,1456,IL101,DuPage  Housing Authority,6306903555,6306900702.0,kcoles@dupagehousing.org,6305938207.0,6306900702.0,ccorbett@dupagehousing.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3329,3329,0
3235,3236,UT004,Housing Authority of Salt Lake City,8014872161,8014873641.0,dnackerman@haslcutah.org,8014280560.0,,dnackerman@haslcutah.org,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3337,3176,161
3613,3614,AR004,Housing Authority of the City of Little Rock,5013404821,5013404845.0,ebenedicto@mhapha.org,5013404844.0,,lwimbley@mhapha.org,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3338,3177,161
228,229,NH001,Manchester Housing  & Redevelopment Authority,6036242100,6036242104.0,cnaczas@manchesterhousing.org,6036242100.0,,cnaczas@manchesterhousing.org,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3343,2174,1169
2861,2862,CA093,Housing Authority of the City of Santa Ana,7146672200,7145475411.0,JBrown@santa-ana.org,7146672241.0,7146476549.0,jbrown@santa-ana.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3348,3348,0
1806,1807,OR011,Housing Authority of the City of Salem,5035886368,5035886465.0,NUtz@SalemHousingOR.com,5035886459.0,,nutz@salemhousingor.com,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3380,3243,137
1430,1431,FL010,HOUSING AUTHORITY OF THE CITY OF FORT LAUDERDALE,9545256444,9547644604.0,hacfl-info@hacfl.com,9545564100.0,9547644604.0,tenglish@hacfl.com,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3405,3376,29
869,870,NC007,Housing Authority of the City of Asheville,8282393505,8282542276.0,mpierre@haca.org,8282393570.0,,mpierre@haca.org,High Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3421,3421,0
1957,1958,OR022,Housing Authority of Washington County,5038464794,5038464795.0,HAWCOR022Director@washingtoncountyor.gov,5038464755.0,,molly_rogers@washingtoncountyor.gov,Substandard Financial,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3460,3216,244
2478,2479,OH002,Youngstown Metropolitan Housing Authority,3307442161,3307424826.0,lenglish@ymhaonline.com,3307442161.0,,lenglish@ymhaonline.com,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3467,2293,1174
3476,3477,OH015,Butler Metropolitian Housing Authority,5138964411,5138969381.0,bmha@butlermetro.org,5138685250.0,5138969381.0,bjones@butlermetro.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3478,2882,596
609,610,PA018,WESTMORELAND COUNTY HSG AUTHORITY,7248327258,7248360988.0,mikew@wchaonline.com,7248327248.0,7248360988.0,Mikew@wchaonline.com,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3510,2004,1506
585,586,VA017,Hampton Redevelopment & Housing Authority,7577276337,7577276368.0,contact3@hrha.org,7577271483.0,7577271768.0,contact3@hrha.org,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3519,3259,260
3706,3707,TX008,Corpus Christi Housing Authority,3618893300,3618893389.0,gary.allsup@hacc.org,3618893300.0,3618893370.0,gary.allsup@hacc.org,Standard Performer,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3524,3524,0
1375,1376,FL080,PALM BEACH COUNTY HOUSING AUTHORITY,5616842160,5616840183.0,cjones-gilbert@pbchafl.org,5616842160.0,,cjones-gilbert@pbchafl.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3528,3117,411
2068,2069,AL047,The Housing Authority of the City of Huntsville,2565390774,2565352245.0,tmcginnis@hsvha.org,2565325697.0,,tmcginnis@hsvha.org,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3544,2046,1498
154,155,MA024,Brockton Housing Authority,5085886880,5085888271.0,tomt@brocktonha.com,5085886880.0,5085888271.0,Tomt@brocktonha.com,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3563,1941,1622
844,845,NE002,Lincoln Housing Authority,4024345500,4024345502.0,info@L-housing.com,4024345540.0,4024345502.0,chris@l-housing.com,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3589,3388,201
701,702,PA012,Montgomery County Housing Authority,6102755720,6102750889.0,joel.johnson@montcoha.org,6102755720.0,6102750889.0,joel.johnson@montcoha.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3594,3094,500
3141,3142,WA008,Housing Authority of the City of Vancouver,3606942501,3606948369.0,asilver@vhausa.com,3609939560.0,,asilver@vhausa.com,Advisory,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3599,3410,189
1981,1982,IL022,Rockford Housing Authority,8154898520,8154898555.0,lsnyder@rockfordha.org,8154898570.0,8154898555.0,lsnyder@rockfordha.org,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3602,2364,1238
3359,3360,WA006,Housing Authority of the City of Everett,4252589222,4253031122.0,info@evha.org,4253031195.0,,majorg@evha.org,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3607,3607,0
655,656,DE001,Wilmington Housing Authority,3024296701,3024296815.0,RFitzgerald@whadelaware.org,3024296701.0,,RFitzgerald@whadelaware.org,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",3608,2244,1364
2787,2788,TX010,Housing Authority of the City of Waco,2547520324,2547546483.0,mileth@wacopha.org,2547520324.0,2547546483.0,mileth@wacopha.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3617,2970,647
